Unix_Timestamp,Usage_KWH
1701927900,0.458
1701928800,0.661
1701929700,1.209
1701930600,1.044
1701931500,1.018
1701932400,1.409
1701933300,1.256
1701934200,1.256
1701935100,0.914
1701936000,0.844
1701936900,1.435
1701937800,0.934
1701938700,0.628
1701939600,0.593
1701940500,1.02
1701941400,0.797
1701942300,0.822
1701943200,1.034
1701944100,0.668
1701945000,0.99
1701945900,0.673
1701946800,0.649
1701947700,0.964
1701948600,0.989
1701949500,1.138
1701950400,0.965
1701951300,0.94
1701952200,0.838
1701953100,0.923
1701954000,0.786
1701954900,0.847
1701955800,0.783
1701956700,0.846
1701957600,0.821
1701958500,1.217
1701959400,0.964
1701960300,0.947
1701961200,0.922
1701962100,0.909
1701963000,0.85
1701963900,0.826
1701964800,0.868
1701965700,0.972
1701966600,0.883
1701967500,0.94
1701968400,1.151
1701969300,0.947
1701970200,1.621
1701971100,2.127
1701972000,1.872
1701972900,1.395
1701973800,1.211
1701974700,0.844
1701975600,1.167
1701976500,0.929
1701977400,0.881
1701978300,0.843
1701979200,0.52
1701980100,0.532
1701981000,2.949
1701981900,3.691
1701982800,4.069
1701983700,3.603
1701984600,3.931
1701985500,3.351
1701986400,0.878
1701987300,0.733
1701988200,0.642
1701989100,0.751
1701990000,0.751
1701990900,0.738
1701991800,0.668
1701992700,0.675
1701993600,0.674
1701994500,0.605
1701995400,0.464
1701996300,0.508
1701997200,0.482
1701998100,0.409
1701999000,0.396
1701999900,0.437
1702000800,0.456
1702001700,0.458
1702002600,0.403
1702003500,0.384
1702004400,0.403
1702005300,0.439
1702006200,0.425
1702007100,0.402
1702008000,0.411
1702008900,0.419
1702009800,0.415
1702010700,0.436
1702011600,0.661
1702012500,0.624
1702013400,0.557
1702014300,0.55
1702015200,0.584
1702016100,0.511
1702017000,0.544
1702017900,0.605
1702018800,0.883
1702019700,0.56
1702020600,0.676
1702021500,0.654
1702022400,0.645
1702023300,0.599
1702024200,1.167
1702025100,1.221
1702026000,1.706
1702026900,1.21
1702027800,1.37
1702028700,1.227
1702029600,1.078
1702030500,0.955
1702031400,1.382
1702032300,2.14
1702033200,2.043
1702034100,1.825
1702035000,1.866
1702035900,1.942
1702036800,1.991
1702037700,2.497
1702038600,3.267
1702039500,3.531
1702040400,3.237
1702041300,2.551
1702042200,2.412
1702043100,2.775
1702044000,2.929
1702044900,3.494
1702045800,3.428
1702046700,3.073
1702047600,3.182
1702048500,3.497
1702049400,3.366
1702050300,3.245
1702051200,2.886
1702052100,1.911
1702053000,1.096
1702053900,0.99
1702054800,1.011
1702055700,1.015
1702056600,1.054
1702057500,1.014
1702058400,1.003
1702059300,1.016
1702060200,1.018
1702061100,1.023
1702062000,1.013
1702062900,1.018
1702063800,1.022
1702064700,1.002
1702065600,0.905
1702066500,0.913
1702067400,0.912
1702068300,0.888
1702069200,0.916
1702070100,0.931
1702071000,0.893
1702071900,0.884
1702072800,0.826
1702073700,0.836
1702074600,0.828
1702075500,0.808
1702076400,0.818
1702077300,0.827
1702078200,0.8
1702079100,0.786
1702080000,0.79
1702080900,0.822
1702081800,0.81
1702082700,0.802
1702083600,0.802
1702084500,0.808
1702085400,0.805
1702086300,0.792
1702087200,0.851
1702088100,0.816
1702089000,0.803
1702089900,0.812
1702090800,0.813
1702091700,0.783
1702092600,0.777
1702093500,0.771
1702094400,0.816
1702095300,0.821
1702096200,0.773
1702097100,0.768
1702098000,0.793
1702098900,0.81
1702099800,0.754
1702100700,0.776
1702101600,0.809
1702102500,0.817
1702103400,0.809
1702104300,0.784
1702105200,0.829
1702106100,0.82
1702107000,0.82
1702107900,0.814
1702108800,0.832
1702109700,0.839
1702110600,0.817
1702111500,0.816
1702112400,0.89
1702113300,0.927
1702114200,0.892
1702115100,0.904
1702116000,0.893
1702116900,0.878
1702117800,0.872
1702118700,0.864
1702119600,0.88
1702120500,0.875
1702121400,0.853
1702122300,0.886
1702123200,0.881
1702124100,0.884
1702125000,0.836
1702125900,0.825
1702126800,0.886
1702127700,0.896
1702128600,0.895
1702129500,0.921
1702130400,0.743
1702131300,0.736
1702132200,0.726
1702133100,0.722
1702134000,0.73
1702134900,0.726
1702135800,0.802
1702136700,0.852
1702137600,0.88
1702138500,0.895
1702139400,0.844
1702140300,0.833
1702141200,0.889
1702142100,0.776
1702143000,1.303
1702143900,1.327
1702144800,2.402
1702145700,2.279
1702146600,2.966
1702147500,3.147
1702148400,3.186
1702149300,2.66
1702150200,2.3
1702151100,2.138
1702152000,2.609
1702152900,2.107
1702153800,1.716
1702154700,0.598
1702155600,0.561
1702156500,0.497
1702157400,0.503
1702158300,0.498
1702159200,0.471
1702160100,0.526
1702161000,0.494
1702161900,0.456
1702162800,0.446
1702163700,0.436
1702164600,0.418
1702165500,0.39
1702166400,0.447
1702167300,0.356
1702168200,0.37
1702169100,0.385
1702170000,0.36
1702170900,0.349
1702171800,0.339
1702172700,0.436
1702173600,0.391
1702174500,0.373
1702175400,0.347
1702176300,0.352
1702177200,0.372
1702178100,0.361
1702179000,0.339
1702179900,0.34
1702180800,0.374
1702181700,0.382
1702182600,0.328
1702183500,0.334
1702184400,0.331
1702185300,0.381
1702186200,0.361
1702187100,0.346
1702188000,0.322
1702188900,0.342
1702189800,0.35
1702190700,0.346
1702191600,0.622
1702192500,0.407
1702193400,0.643
1702194300,1.164
1702195200,1.159
1702196100,1.26
1702197000,1.274
1702197900,3.761
1702198800,3.851
1702199700,3.908
1702200600,3.922
1702201500,3.877
1702202400,3.917
1702203300,3.916
1702204200,3.913
1702205100,3.763
1702206000,1.328
1702206900,0.583
1702207800,0.58
1702208700,0.577
1702209600,0.55
1702210500,0.605
1702211400,0.49
1702212300,0.696
1702213200,0.754
1702214100,0.783
1702215000,0.729
1702215900,0.725
1702216800,0.79
1702217700,0.752
1702218600,0.918
1702219500,1.175
1702220400,0.959
1702221300,0.89
1702222200,0.662
1702223100,0.648
1702224000,0.67
1702224900,0.625
1702225800,0.922
1702226700,1.695
1702227600,1.649
1702228500,1.639
1702229400,2.211
1702230300,2.857
1702231200,2.968
1702232100,1.986
1702233000,1.66
1702233900,2.274
1702234800,2.003
1702235700,1.606
1702236600,2.002
1702237500,2.166
1702238400,1.78
1702239300,1.648
1702240200,1.634
1702241100,1.965
1702242000,1.819
1702242900,1.711
1702243800,1.535
1702244700,1.286
1702245600,1.262
1702246500,1.285
1702247400,1.245
1702248300,1.258
1702249200,1.255
1702250100,1.215
1702251000,1.232
1702251900,1.23
1702252800,1.248
1702253700,1.214
1702254600,1.187
1702255500,1.227
1702256400,1.199
1702257300,1.04
1702258200,0.491
1702259100,0.539
1702260000,0.509
1702260900,0.477
1702261800,0.492
1702262700,0.464
1702263600,0.491
1702264500,0.516
1702265400,0.514
1702266300,0.45
1702267200,0.448
1702268100,0.521
1702269000,0.474
1702269900,0.474
1702270800,0.459
1702271700,0.473
1702272600,0.497
1702273500,0.478
1702274400,0.469
1702275300,0.503
1702276200,0.457
1702277100,0.478
1702278000,1.376
1702278900,1.147
1702279800,1.234
1702280700,1.567
1702281600,1.52
1702282500,1.248
1702283400,1.174
1702284300,1.003
1702285200,0.67
1702286100,0.805
1702287000,0.878
1702287900,0.844
1702288800,0.821
1702289700,0.811
1702290600,0.837
1702291500,0.775
1702292400,0.749
1702293300,0.805
1702294200,0.864
1702295100,1.281
1702296000,1.44
1702296900,1.499
1702297800,1.491
1702298700,1.501
1702299600,1.402
1702300500,1.63
1702301400,0.906
1702302300,1.068
1702303200,1.345
1702304100,1.579
1702305000,1.692
1702305900,1.286
1702306800,1.102
1702307700,1.469
1702308600,1.54
1702309500,1.972
1702310400,3.06
1702311300,2.772
1702312200,2.538
1702313100,2.419
1702314000,2.845
1702314900,2.636
1702315800,3.274
1702316700,2.891
1702317600,2.208
1702318500,1.728
1702319400,1.665
1702320300,1.693
1702321200,1.659
1702322100,1.691
1702323000,1.694
1702323900,1.649
1702324800,1.638
1702325700,1.658
1702326600,1.663
1702327500,1.748
1702328400,1.668
1702329300,1.634
1702330200,1.727
1702331100,1.789
1702332000,2.005
1702332900,2.196
1702333800,1.865
1702334700,1.339
1702335600,0.898
1702336500,0.871
1702337400,0.912
1702338300,0.911
1702339200,0.976
1702340100,0.916
1702341000,0.867
1702341900,0.789
1702342800,0.748
1702343700,0.766
1702344600,0.687
1702345500,0.6
1702346400,0.636
1702347300,0.531
1702348200,0.573
1702349100,0.496
1702350000,0.587
1702350900,0.577
1702351800,0.512
1702352700,0.574
1702353600,0.51
1702354500,0.628
1702355400,0.548
1702356300,0.6
1702357200,0.519
1702358100,0.351
1702359000,0.347
1702359900,0.335
1702360800,0.342
1702361700,0.256
1702362600,0.231
1702363500,0.259
1702364400,0.606
1702365300,0.341
1702366200,0.353
1702367100,0.385
1702368000,0.4
1702368900,0.543
1702369800,0.652
1702370700,0.643
1702371600,0.696
1702372500,0.996
1702373400,1.605
1702374300,1.483
1702375200,1.396
1702376100,1.343
1702377000,1.34
1702377900,1.387
1702378800,1.394
1702379700,1.317
1702380600,1.135
1702381500,0.672
1702382400,0.715
1702383300,0.694
1702384200,0.683
1702385100,0.763
1702386000,0.796
1702386900,0.867
1702387800,0.901
1702388700,0.987
1702389600,0.976
1702390500,0.899
1702391400,0.768
1702392300,0.789
1702393200,0.704
1702394100,0.754
1702395000,0.915
1702395900,1.69
1702396800,1.551
1702397700,1.434
1702398600,1.606
1702399500,0.589
1702400400,0.645
1702401300,0.625
1702402200,0.733
1702403100,0.59
1702404000,0.445
1702404900,0.491
1702405800,0.615
1702406700,0.469
1702407600,0.456
1702408500,0.569
1702409400,1.317
1702410300,0.833
1702411200,1.135
1702412100,1.4
1702413000,1.295
1702413900,1.469
1702414800,2.211
1702415700,1.978
1702416600,1.732
1702417500,0.994
1702418400,3.931
1702419300,3.866
1702420200,3.83
1702421100,3.753
1702422000,3.654
1702422900,3.725
1702423800,3.692
1702424700,3.689
1702425600,3.397
1702426500,0.785
1702427400,0.547
1702428300,0.545
1702429200,0.552
1702430100,0.576
1702431000,0.53
1702431900,0.522
1702432800,0.539
1702433700,0.527
1702434600,0.504
1702435500,0.501
1702436400,0.521
1702437300,0.565
1702438200,0.536
1702439100,0.479
1702440000,0.528
1702440900,0.513
1702441800,0.55
1702442700,0.532
1702443600,0.484
1702444500,0.49
1702445400,0.469
1702446300,0.455
1702447200,0.486
1702448100,0.585
1702449000,0.584
1702449900,0.527
1702450800,0.822
1702451700,1.414
1702452600,1.728
1702453500,2.62
1702454400,2.3
1702455300,1.799
1702456200,1.641
1702457100,1.374
1702458000,1.044
1702458900,0.798
1702459800,0.818
1702460700,0.663
1702461600,0.741
1702462500,1.024
1702463400,0.924
1702464300,0.972
1702465200,0.955
1702466100,1.023
1702467000,1.307
1702467900,1.52
1702468800,1.429
1702469700,1.321
1702470600,1.269
1702471500,2.126
1702472400,2.953
1702473300,2.262
1702474200,2.146
1702475100,2.096
1702476000,2.054
1702476900,2.05
1702477800,1.343
1702478700,1.273
1702479600,1.445
1702480500,1.376
1702481400,1.297
1702482300,1.332
1702483200,1.091
1702484100,0.68
1702485000,0.689
1702485900,0.61
1702486800,0.61
1702487700,0.629
1702488600,0.755
1702489500,0.649
1702490400,0.663
1702491300,0.627
1702492200,0.616
1702493100,0.657
1702494000,1.254
1702494900,2.07
1702495800,0.901
1702496700,0.777
1702497600,0.839
1702498500,0.77
1702499400,0.718
1702500300,0.697
1702501200,0.964
1702502100,1.537
1702503000,1.203
1702503900,1.231
1702504800,1.044
1702505700,0.585
1702506600,0.992
1702507500,3.37
1702508400,3.397
1702509300,3.414
1702510200,3.441
1702511100,3.989
1702512000,3.674
1702512900,2.309
1702513800,0.491
1702514700,0.48
1702515600,0.499
1702516500,0.504
1702517400,0.458
1702518300,0.456
1702519200,0.477
1702520100,0.515
1702521000,0.498
1702521900,0.494
1702522800,0.474
1702523700,0.459
1702524600,0.472
1702525500,0.477
1702526400,0.475
1702527300,0.475
1702528200,0.493
1702529100,0.485
1702530000,0.467
1702530900,0.447
1702531800,0.452
1702532700,0.47
1702533600,0.487
1702534500,0.635
1702535400,1.07
1702536300,1.048
1702537200,1.355
1702538100,1.132
1702539000,1.483
1702539900,1.391
1702540800,1.037
1702541700,0.97
1702542600,0.976
1702543500,0.828
1702544400,0.566
1702545300,0.883
1702546200,0.567
1702547100,0.545
1702548000,0.915
1702548900,0.734
1702549800,1.146
1702550700,1.869
1702551600,2.495
1702552500,1.714
1702553400,1.664
1702554300,1.197
1702555200,1.751
1702556100,1.754
1702557000,1.783
1702557900,2.264
1702558800,2.274
1702559700,2.208
1702560600,2.278
1702561500,2.161
1702562400,1.135
1702563300,1.084
1702564200,0.917
1702565100,0.869
1702566000,0.844
1702566900,0.785
1702567800,0.727
1702568700,0.94
1702569600,0.764
1702570500,1.661
1702571400,1.084
1702572300,0.909
1702573200,0.857
1702574100,1.301
1702575000,1.025
1702575900,0.801
1702576800,0.871
1702577700,1.243
1702578600,2.188
1702579500,1.638
1702580400,0.71
1702581300,0.546
1702582200,1.388
1702583100,1.376
1702584000,1.007
1702584900,0.773
1702585800,0.867
1702586700,0.872
1702587600,0.819
1702588500,0.854
1702589400,0.994
1702590300,0.958
1702591200,1.089
1702592100,1.854
1702593000,0.912
1702593900,0.894
1702594800,0.866
1702595700,0.891
1702596600,1.121
1702597500,1.47
1702598400,1.097
1702599300,0.799
1702600200,1.188
1702601100,1.439
1702602000,1.124
1702602900,0.944
1702603800,1.141
1702604700,0.798
1702605600,3.365
1702606500,3.405
1702607400,3.422
1702608300,3.368
1702609200,3.348
1702610100,3.415
1702611000,3.353
1702611900,1.759
1702612800,0.408
1702613700,0.428
1702614600,0.41
1702615500,0.451
1702616400,0.425
1702617300,0.469
1702618200,0.429
1702619100,0.433
1702620000,1.121
1702620900,1.185
1702621800,1.053
1702622700,1.018
1702623600,1.326
1702624500,1.16
1702625400,0.992
1702626300,0.993
1702627200,0.984
1702628100,0.873
1702629000,0.902
1702629900,0.856
1702630800,0.543
1702631700,0.649
1702632600,0.541
1702633500,0.917
1702634400,1.242
1702635300,0.814
1702636200,1.29
1702637100,1.023
1702638000,1.027
1702638900,0.936
1702639800,1.325
1702640700,1.05
1702641600,1.919
1702642500,1.378
1702643400,1.435
1702644300,1.273
1702645200,1.294
1702646100,1.352
1702647000,1.89
1702647900,2.224
1702648800,2.488
1702649700,2.613
1702650600,2.722
1702651500,2.125
1702652400,2.262
1702653300,2.959
1702654200,2.959
1702655100,2.699
1702656000,2.656
1702656900,2.328
1702657800,2.401
1702658700,2.114
1702659600,2.104
1702660500,2.156
1702661400,2.077
1702662300,2.163
1702663200,2.098
1702664100,2.106
1702665000,2.16
1702665900,2.072
1702666800,2.105
1702667700,2.114
1702668600,2.11
1702669500,2.104
1702670400,2.067
1702671300,2.064
1702672200,2.113
1702673100,2.053
1702674000,2.015
1702674900,2.043
1702675800,2.03
1702676700,2.047
1702677600,1.805
1702678500,1.217
1702679400,1.185
1702680300,1.17
1702681200,1.184
1702682100,1.15
1702683000,1.149
1702683900,1.171
1702684800,1.188
1702685700,1.139
1702686600,1.155
1702687500,1.19
1702688400,1.214
1702689300,1.164
1702690200,1.138
1702691100,1.166
1702692000,1.147
1702692900,1.135
1702693800,1.174
1702694700,1.176
1702695600,1.145
1702696500,1.15
1702697400,1.19
1702698300,1.226
1702699200,1.166
1702700100,1.152
1702701000,1.195
1702701900,1.16
1702702800,1.221
1702703700,1.252
1702704600,1.185
1702705500,1.174
1702706400,1.192
1702707300,1.26
1702708200,1.176
1702709100,1.162
1702710000,1.205
1702710900,1.186
1702711800,1.148
1702712700,1.168
1702713600,1.211
1702714500,1.232
1702715400,1.215
1702716300,1.232
1702717200,1.287
1702718100,1.271
1702719000,1.252
1702719900,1.29
1702720800,1.292
1702721700,1.346
1702722600,1.357
1702723500,1.325
1702724400,1.301
1702725300,1.317
1702726200,1.29
1702727100,1.307
1702728000,1.236
1702728900,1.304
1702729800,1.275
1702730700,1.242
1702731600,1.22
1702732500,1.2
1702733400,1.185
1702734300,1.177
1702735200,1.019
1702736100,1.035
1702737000,1.073
1702737900,1.078
1702738800,1.106
1702739700,1.45
1702740600,1.536
1702741500,1.612
1702742400,1.631
1702743300,1.59
1702744200,1.811
1702745100,1.934
1702746000,2.032
1702746900,1.981
1702747800,1.793
1702748700,1.696
1702749600,1.627
1702750500,1.892
1702751400,2.782
1702752300,2.297
1702753200,2.331
1702754100,1.79
1702755000,2.028
1702755900,1.891
1702756800,3.332
1702757700,3.04
1702758600,2.731
1702759500,1.971
1702760400,1.438
1702761300,1.873
1702762200,1.543
1702763100,2.276
1702764000,2.335
1702764900,1.645
1702765800,1.081
1702766700,1.051
1702767600,1.049
1702768500,1.083
1702769400,1.85
1702770300,4.614
1702771200,4.07
1702772100,1.651
1702773000,2.919
1702773900,3.776
1702774800,2.366
1702775700,0.887
1702776600,0.894
1702777500,0.587
1702778400,0.637
1702779300,0.59
1702780200,0.607
1702781100,0.463
1702782000,0.468
1702782900,0.446
1702783800,0.411
1702784700,0.396
1702785600,0.437
1702786500,0.443
1702787400,0.417
1702788300,0.399
1702789200,0.404
1702790100,0.437
1702791000,0.456
1702791900,0.409
1702792800,0.384
1702793700,0.419
1702794600,0.392
1702795500,0.413
1702796400,0.759
1702797300,0.824
1702798200,1.366
1702799100,1.7
1702800000,1.506
1702800900,0.858
1702801800,1.444
1702802700,1.788
1702803600,1.283
1702804500,0.927
1702805400,0.865
1702806300,0.701
1702807200,0.696
1702808100,0.7
1702809000,0.728
1702809900,0.724
1702810800,0.656
1702811700,0.696
1702812600,0.751
1702813500,0.77
1702814400,0.678
1702815300,0.658
1702816200,0.695
1702817100,0.673
1702818000,0.77
1702818900,0.827
1702819800,1.25
1702820700,0.814
1702821600,0.81
1702822500,0.589
1702823400,0.567
1702824300,0.584
1702825200,0.78
1702826100,1.018
1702827000,1.834
1702827900,1.793
1702828800,2.056
1702829700,3.93
1702830600,3.456
1702831500,2.535
1702832400,2.13
1702833300,2.012
1702834200,1.575
1702835100,2.021
1702836000,2.073
1702836900,2.063
1702837800,3.325
1702838700,3.821
1702839600,2.521
1702840500,1.745
1702841400,1.549
1702842300,2.508
1702843200,2.729
1702844100,2.627
1702845000,2.713
1702845900,2.095
1702846800,2.184
1702847700,2.102
1702848600,2.386
1702849500,2.561
1702850400,2.5
1702851300,2.229
1702852200,2.752
1702853100,2.861
1702854000,2.11
1702854900,1.735
1702855800,1.926
1702856700,1.416
1702857600,1.26
1702858500,0.538
1702859400,0.707
1702860300,0.63
1702861200,0.502
1702862100,0.491
1702863000,0.476
1702863900,0.461
1702864800,0.468
1702865700,0.478
1702866600,0.47
1702867500,0.452
1702868400,0.449
1702869300,0.482
1702870200,0.527
1702871100,0.448
1702872000,0.438
1702872900,0.394
1702873800,0.375
1702874700,0.42
1702875600,0.417
1702876500,0.38
1702877400,0.376
1702878300,0.401
1702879200,0.417
1702880100,0.381
1702881000,0.329
1702881900,0.373
1702882800,0.683
1702883700,0.622
1702884600,0.607
1702885500,0.646
1702886400,0.881
1702887300,0.756
1702888200,0.597
1702889100,0.649
1702890000,1.01
1702890900,0.859
1702891800,0.84
1702892700,0.948
1702893600,0.78
1702894500,0.782
1702895400,0.708
1702896300,0.762
1702897200,0.776
1702898100,1.01
1702899000,1.473
1702899900,1.116
1702900800,0.748
1702901700,0.767
1702902600,0.766
1702903500,0.754
1702904400,0.854
1702905300,0.872
1702906200,0.871
1702907100,0.701
1702908000,0.617
1702908900,0.654
1702909800,0.631
1702910700,0.664
1702911600,0.687
1702912500,0.612
1702913400,0.726
1702914300,0.772
1702915200,1.171
1702916100,1.313
1702917000,1.182
1702917900,1.17
1702918800,1.25
1702919700,0.993
1702920600,1.811
1702921500,2.321
1702922400,2.879
1702923300,2.486
1702924200,2.921
1702925100,4.157
1702926000,3.533
1702926900,5.365
1702927800,5.271
1702928700,4.965
1702929600,4.838
1702930500,5.424
1702931400,4.713
1702932300,4.186
1702933200,4.135
1702934100,4.332
1702935000,4.739
1702935900,4.584
1702936800,4.364
1702937700,4.259
1702938600,2.024
1702939500,1.876
1702940400,1.674
1702941300,1.642
1702942200,1.861
1702943100,1.292
1702944000,0.449
1702944900,0.418
1702945800,0.461
1702946700,0.483
1702947600,0.407
1702948500,0.537
1702949400,0.481
1702950300,0.409
1702951200,0.415
1702952100,0.396
1702953000,0.389
1702953900,0.399
1702954800,0.424
1702955700,0.397
1702956600,0.36
1702957500,0.388
1702958400,0.387
1702959300,0.418
1702960200,0.42
1702961100,0.405
1702962000,0.416
1702962900,0.385
1702963800,0.39
1702964700,0.409
1702965600,0.389
1702966500,0.395
1702967400,0.519
1702968300,1.52
1702969200,2.072
1702970100,2.469
1702971000,3.358
1702971900,2.717
1702972800,1.492
1702973700,0.689
1702974600,0.644
1702975500,0.809
1702976400,0.959
1702977300,0.849
1702978200,0.734
1702979100,0.84
1702980000,0.813
1702980900,0.804
1702981800,0.777
1702982700,0.783
1702983600,0.825
1702984500,0.737
1702985400,1.272
1702986300,0.605
1702987200,0.585
1702988100,0.59
1702989000,0.584
1702989900,0.58
1702990800,0.579
1702991700,0.878
1702992600,1.018
1702993500,0.998
1702994400,0.923
1702995300,1.877
1702996200,2.022
1702997100,1.698
1702998000,1.801
1702998900,2.047
1702999800,1.997
1703000700,2.481
1703001600,3.36
1703002500,3.665
1703003400,2.53
1703004300,1.585
1703005200,1.023
1703006100,1.365
1703007000,1.054
1703007900,0.971
1703008800,1.116
1703009700,1.567
1703010600,2.019
1703011500,1.151
1703012400,1.136
1703013300,1.21
1703014200,1.58
1703015100,1.596
1703016000,1.366
1703016900,1.292
1703017800,1.173
1703018700,1.214
1703019600,1.177
1703020500,1.209
1703021400,1.018
1703022300,1.502
1703023200,0.941
1703024100,0.934
1703025000,1.174
1703025900,0.87
1703026800,0.781
1703027700,0.901
1703028600,0.557
1703029500,0.623
1703030400,0.584
1703031300,0.577
1703032200,0.56
1703033100,0.506
1703034000,0.589
1703034900,0.534
1703035800,0.551
1703036700,0.641
1703037600,0.591
1703038500,0.608
1703039400,0.54
1703040300,0.523
1703041200,0.582
1703042100,0.51
1703043000,0.522
1703043900,0.483
1703044800,0.589
1703045700,0.489
1703046600,0.546
1703047500,0.47
1703048400,0.477
1703049300,0.486
1703050200,0.527
1703051100,0.555
1703052000,0.495
1703052900,0.482
1703053800,0.465
1703054700,0.558
1703055600,1.001
1703056500,0.792
1703057400,0.806
1703058300,1.264
1703059200,1.3
1703060100,1.118
1703061000,1.199
1703061900,0.835
1703062800,0.67
1703063700,0.61
1703064600,0.483
1703065500,0.585
1703066400,0.749
1703067300,0.699
1703068200,0.778
1703069100,0.897
1703070000,0.749
1703070900,0.814
1703071800,0.613
1703072700,0.567
1703073600,0.772
1703074500,1.341
1703075400,0.955
1703076300,0.484
1703077200,0.508
1703078100,0.864
1703079000,0.671
1703079900,0.467
1703080800,0.488
1703081700,0.498
1703082600,0.772
1703083500,0.86
1703084400,0.64
1703085300,0.649
1703086200,0.969
1703087100,1.41
1703088000,2.166
1703088900,1.983
1703089800,1.786
1703090700,1.596
1703091600,2.249
1703092500,2.009
1703093400,1.997
1703094300,2.002
1703095200,2.423
1703096100,4.0
1703097000,3.709
1703097900,2.22
1703098800,2.009
1703099700,1.354
1703100600,1.31
1703101500,1.976
1703102400,3.032
1703103300,3.403
1703104200,3.58
1703105100,3.495
1703106000,3.337
1703106900,3.27
1703107800,2.892
1703108700,2.586
1703109600,2.533
1703110500,2.53
1703111400,2.038
1703112300,2.046
1703113200,2.049
1703114100,2.293
1703115000,1.839
1703115900,1.931
1703116800,2.053
1703117700,1.925
1703118600,1.793
1703119500,1.813
1703120400,1.814
1703121300,1.831
1703122200,1.814
1703123100,1.857
1703124000,1.772
1703124900,1.76
1703125800,1.846
1703126700,1.809
1703127600,1.828
1703128500,1.325
1703129400,0.971
1703130300,0.972
1703131200,0.946
1703132100,0.977
1703133000,0.946
1703133900,1.008
1703134800,0.931
1703135700,0.951
1703136600,0.946
1703137500,0.975
1703138400,0.92
1703139300,0.973
1703140200,1.012
1703141100,1.324
1703142000,2.728
1703142900,1.729
1703143800,1.777
1703144700,2.078
1703145600,2.2
1703146500,2.246
1703147400,2.381
1703148300,2.353
1703149200,2.021
1703150100,1.776
1703151000,1.862
1703151900,2.581
1703152800,2.651
1703153700,2.122
1703154600,1.429
1703155500,1.28
1703156400,1.281
1703157300,1.597
1703158200,1.3
1703159100,1.066
1703160000,1.31
1703160900,1.243
1703161800,1.66
1703162700,2.195
1703163600,1.958
1703164500,1.407
1703165400,1.314
1703166300,1.407
1703167200,1.404
1703168100,1.192
1703169000,1.137
1703169900,1.11
1703170800,1.699
1703171700,1.574
1703172600,2.706
1703173500,2.232
1703174400,2.249
1703175300,2.547
1703176200,2.036
1703177100,1.554
1703178000,1.433
1703178900,2.471
1703179800,3.181
1703180700,2.839
1703181600,3.913
1703182500,2.727
1703183400,1.575
1703184300,1.173
1703185200,0.927
1703186100,1.162
1703187000,0.897
1703187900,1.128
1703188800,1.054
1703189700,1.091
1703190600,1.198
1703191500,0.818
1703192400,0.775
1703193300,1.158
1703194200,0.975
1703195100,0.983
1703196000,1.319
1703196900,1.241
1703197800,1.146
1703198700,1.194
1703199600,0.963
1703200500,0.163
1703201400,0.0
1703202300,0.0
1703203200,0.656
1703204100,3.311
1703205000,3.441
1703205900,3.34
1703206800,3.391
1703207700,3.451
1703208600,3.382
1703209500,3.395
1703210400,3.487
1703211300,3.457
1703212200,3.408
1703213100,3.402
1703214000,3.464
1703214900,3.169
1703215800,0.67
1703216700,0.539
1703217600,0.513
1703218500,0.532
1703219400,0.516
1703220300,0.486
1703221200,0.523
1703222100,0.481
1703223000,0.512
1703223900,0.514
1703224800,0.473
1703225700,0.525
1703226600,0.505
1703227500,0.509
1703228400,0.802
1703229300,0.553
1703230200,0.493
1703231100,0.641
1703232000,0.735
1703232900,0.783
1703233800,0.715
1703234700,0.928
1703235600,0.943
1703236500,1.133
1703237400,0.882
1703238300,1.145
1703239200,1.559
1703240100,1.455
1703241000,1.85
1703241900,1.46
1703242800,1.612
1703243700,2.932
1703244600,3.419
1703245500,3.056
1703246400,2.907
1703247300,2.502
1703248200,2.51
1703249100,2.284
1703250000,2.298
1703250900,1.975
1703251800,2.327
1703252700,1.854
1703253600,2.048
1703254500,1.799
1703255400,2.222
1703256300,2.926
1703257200,2.297
1703258100,2.408
1703259000,3.46
1703259900,2.278
1703260800,2.045
1703261700,2.542
1703262600,2.222
1703263500,2.291
1703264400,2.264
1703265300,2.228
1703266200,2.204
1703267100,2.21
1703268000,2.192
1703268900,2.183
1703269800,2.168
1703270700,2.157
1703271600,2.149
1703272500,2.162
1703273400,2.12
1703274300,2.126
1703275200,2.15
1703276100,2.111
1703277000,1.989
1703277900,1.921
1703278800,2.086
1703279700,2.023
1703280600,1.823
1703281500,1.426
1703282400,1.303
1703283300,1.305
1703284200,1.27
1703285100,1.319
1703286000,1.293
1703286900,1.312
1703287800,1.218
1703304000,0.95
1703304900,1.045
1703305800,0.915
1703306700,1.133
1703307600,1.181
1703308500,1.262
1703309400,1.247
1703310300,1.322
1703311200,1.295
1703312100,1.477
1703313000,1.603
1703313900,1.654
1703314800,1.705
1703315700,1.692
1703316600,1.679
1703317500,1.726
1703318400,1.611
1703319300,1.41
1703320200,1.422
1703321100,1.445
1703322000,1.526
1703322900,1.509
1703323800,1.534
1703324700,1.532
1703325600,1.553
1703326500,1.542
1703327400,1.557
1703328300,1.551
1703329200,1.558
1703330100,1.541
1703331000,1.317
1703331900,1.198
1703332800,1.198
1703333700,1.2
1703334600,1.161
1703335500,1.158
1703336400,1.124
1703337300,1.171
1703338200,0.939
1703339100,0.934
1703340000,1.147
